ATCvet,Dosageform,Genericname,Legalstatus,Manufacturername,Packagetype,Productcontrol,Routeofadministration,Storageconditions,Strengthvalue,Targetanimals,Tradename,Type,Unitofstrength ,Unitofvolume,Volume,_id
A01AB08,Powder for oral solution,Neomycin Sulphate,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,Store below 25°C,250,"Cattle, Goat, Horse, Poultry, Sheep",Neomycin-25,Meat,mg/g  ,g,500,63283c50428ed1b232dba9aa
A01AB08,Powder for oral solution,Neomycin Sulphate,Prescription,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,Store below 25°C,250,"Cattle, Goat, Horse, Poultry, Sheep",Neomycin-25,Meat,mg/g  ,g,100,63283c50428ed1b232dba9ab
"Cattle, Equid, Goat, Sheep",Oral liquid,"Methyl Silicon, Anis Oil, Turpentine Oil, Peppermint Oil",OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Bag,Uncontrolled,Oral,Store below 25°C,,,Bloat Guard,,,ml,1000,63283c50428ed1b232dba9ac
,Oral liquid,"Methyl Silicon, Anis Oil, Turpentine Oil, Peppermint Oil",OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Bag,Uncontrolled,Oral,Store below 25°C,,"Cattle, Equid, Goat, Sheep",Bloat Guard,,,ml,100,63283c50428ed1b232dba9ad
B02BA01,Powder for oral solution,Vitamin k,OTC,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),Sachet,Uncontrolled,Oral,Store below 25°C,125,"Cattle, Fish, Horse, Poultry",Vitamin k 12.5%,,mg/g  ,kg,1,63283c50428ed1b232dba9ae
QA12CE99,Solution for injection,"Cyanocobolamine, Sodium Selenite",OTC,Merial,Vial,Uncontrolled,Oral,Store below 30°C,0.05 - 0.1,Nil,Biodyl,,mg/ml,ml,50,63283c50428ed1b232dba9af
,Ointment,"Camphor, Turpentine oil, Methyl salicylate, Potassium iodide, Iodine, Lanoline, Vaseline",Prescription,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Box,Uncontrolled,Topical,Store below 30°C,"10, 12, 7.5, 10, 5, 150","Camel, Cow, Goat, Horse, Sheep",Udder-heal ointment,,mg/g  ,g,500,63283c50428ed1b232dba9b0
D06AA01,Powder for oral solution,Tetracycline hydrochloride,Prescription,"Laboratorio Farmacologico Super's Diana S.L.",Sachet,Uncontrolled,Oral,Store below 30°C,20,Cattle,Tetra 100,"meat, milk",g,g,500,63283c50428ed1b232dba9b1
QJ01EW10,Oral powder,"Sulphadiazine Sodium, Trimethoprim",Prescription,KELA LABORATORIA,Bottle,Uncontrolled,In drinking water,Store below 30°C,"50, 250",Calve,Trimazine 30 %,Meat,mg/g  ,kg,1,63283c50428ed1b232dba9b2
QJ01EW10,Oral powder,"Sulphadiazine Sodium, Trimethoprim",Prescription,KELA LABORATORIA,Bottle,Uncontrolled,In drinking water,Store below 30°C,"50, 250",Calve,Trimazine 30 %,Meat,mg/g  ,g,100,63283c50428ed1b232dba9b3
QA11EX,Solution for Injection,Vitamin B complex,OTC,KELA LABORATORIA,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),,"Calves, lambs (sheep), kids (goats), foals, dogs, ",Hepavi Kel,,,ml,100,63283c50428ed1b232dba9b4
QJ01AA06,Solution for injection,Oxytetracycline Dihydrate,Prescription,Univet Limited,Vial,Uncontrolled,Intramuscular,Store below 30°C,200,"Cattle, Sheep",Duocycline L.A,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dba9b5
QJ01AA02,Powder for oral solution,Doxycycline hyclate,Prescription,Farvet Laboratories,Sachet,Uncontrolled,Oral,Store below 25°C,500,"calves, Poultry",Doxyfar 50%,Meat and offal,mg,kg,1,63283c50428ed1b232dba9b6
QJ01AA02,Powder for oral solution,Doxycycline hyclate,Prescription,Farvet Laboratories,Sachet,Uncontrolled,Oral,Store below 25°C,500,"calves, Poultry",Doxyfar 50 %,Meat and offal,mg,g,500,63283c50428ed1b232dba9b7
QJ51FA90,Solution for injection ,Tylosin tartrate,Prescription,Farvet Laboratories,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),200,"Cattle, Sheep, Goats, Calves",Fartylo 200,"Meat and offal , Milk",mg/ml,ml,100,63283c50428ed1b232dba9b8
QJ51FA90,Solution for injection,Tylosin tartrate,Prescription,Farvet Laboratories,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),200,"Cattle, Sheep, Goats, Calves",Fartylo 200,"Meat and offal , Milk",mg/ml,ml,50,63283c50428ed1b232dba9b9
QP52AC13,Suspension and effervescent granules for oral suspension,Fenbendazole,OTC,Univet Limited,Bag,Uncontrolled,Oral,Store below 30°C,100,Cattle,Curazole 10 % w/v oral drench,"meat, milk",mg/ml,ml,1000,63283c50428ed1b232dba9ba
QI01AD,Suspension for injection,Cell-associated live recombinant turkey herpes virus (rHVT/ND) expressing the fusion protein of Newcastle diseases virus D-26 lentogenic strain,Prescription,Ceva-Phylaxia Veterinary Biologicals. Co. Ltd.,Ampoule,Uncontrolled,Subcutaneous,Store and transport frozen,2500 ,Chickens and embryonated chicken eggs,Vectormune ND,,PFU/dose,doses ,2000,63283c50428ed1b232dba9bb
QI01AD,Suspension for injection,Cell-associated live recombinant turkey herpes virus (rHVT/ND) expressing the fusion protein of Newcastle diseases virus D-26 lentogenic strain,Prescription,Ceva-Phylaxia Veterinary Biologicals. Co. Ltd.,Ampoule,Uncontrolled,Subcutaneous,Store and transport frozen,2500,Chickens and embryonated chicken eggs,Vectormune ND,,PFU/dose,doses ,4000,63283c50428ed1b232dba9bc
QJ01AA02,Powder for oral solution,Doxycycline,Prescription,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),Bottle,Uncontrolled,Oral,Store below 25°C,500,Poultry,Doxycycline 50%,Meat,mg/g,g,1000,63283c50428ed1b232dba9bd
QJ01MB07,Oral solution,Flumequine,Prescription,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,Bottle,Uncontrolled,Oral,Store below 25°C,200,"Horse, Cattle, Sheep, Chicken",Flumine,Meat,mg/ml,ml,1000,63283c50428ed1b232dba9be
QJ01CA04,Suspension for injection,Amoxicillin Trihydrate,OTC,Univet Limited,Vial,Uncontrolled,Intramuscular,Store below 25°C,150,"Calf, Cattle, Lamb, Sheep",Trioxyl LA,"meat, milk",mg,ml,100,63283c50428ed1b232dba9bf
G03GA08,Powder for injection*,Human Chorionic Gonadotrophin (HCG),Prescription,Intervet International B.V (MSD),Vial,Uncontrolled,Intramuscular / Intravenous,Store below 25°C,1500,"Cattle, horses, dogs",Chorulon,,IU,ml,10,63283c50428ed1b232dba9c0
G03GA08,Powder for injection*,Human Chorionic Gonadotrophin (HCG),Prescription,Intervet International B.V (MSD),Vial,Uncontrolled,Intramuscular / Intravenous,Store below 25°C,1500,"Cattle, horses, dogs",Chorulon,,IU,ml,5,63283c50428ed1b232dba9c1
QS01BA01,Solution for injection,Dexamethasone sodium phosphate,Prescription,Merial,Vial,Uncontrolled,Intramuscular / Intravenous,Store below 25°C,2,"Cattle , horse (equine), Sheep, Goats",Dexalone,"Meat and offal , Milk",mg/ml,ml,100,63283c50428ed1b232dba9c2
QS01BA01,Solution for injection,Dexamethasone sodium phosphate,Prescription,Merial,Vial,Uncontrolled,Intramuscular / Intravenous,Store below 25°C,2,"Cattle , horse (equine), Sheep, Goats",Dexalone,"Meat and offal , Milk",mg/ml,ml,50,63283c50428ed1b232dba9c3
QJ01MA93,Solution for Injection,Marbofloxacin,Prescription,Ceva Santé Animale,Vial,Uncontrolled,"Intramuscular, Subcutaneous,",Store below 30°C,100,Cattle,Marbox,"Meat, offal & milk",mg/ml,ml,50,63283c50428ed1b232dba9c4
QJ01MA93,Solution for Injection,Marbofloxacin,Prescription,Ceva Santé Animale,Vial,Uncontrolled,"Intramuscular, Subcutaneous",Store below 30°C,100,Cattle,Marbox,"Meat, offal & milk",mg/ml,ml,100,63283c50428ed1b232dba9c5
QJ01MA93,Solution for Injection,Marbofloxacin,Prescription,Ceva Santé Animale,Vial,Uncontrolled,"Intramuscular, Subcutaneous,",Store below 30°C,100,Cattle,Marbox,"Meat, offal & milk",mg/ml,ml,250,63283c50428ed1b232dba9c6
QJ01FA02,Solution for Injection,Spiramycin ,Prescription,Ceva Santé Animale,Vial,Uncontrolled,Intramuscular,Store below 25°C,600000,"Cattle, Calves",Spirovet,"Meat, offal & milk",IU/ml,ml,50,63283c50428ed1b232dba9c7
QJ01FA02,Solution for Injection,Spiramycin ,Prescription,Ceva Santé Animale,Vial,Uncontrolled,Intramuscular,Store below 25°C,600000,"Cattle, Calves",Spirovet,"Meat, offal & milk",IU/ml,ml,100,63283c50428ed1b232dba9c8
QJ01FA02,Solution for Injection,Spiramycin ,Prescription,Ceva Santé Animale,Vial,Uncontrolled,Intramuscular,Store below 25°C,600000,"Cattle, Calves",Spirovet,"Meat, offal & milk",IU/ml,ml,250,63283c50428ed1b232dba9c9
QG02AD01,Solution for Injection,Dinoprost,Prescription,Ceva Santé Animale,Vial,Uncontrolled,Intramuscular,Store below 25°C,5,Cattle,Enzaprost,Meat,mg/ml,ml,30,63283c50428ed1b232dba9ca
QG02AD01,Solution for Injection,Dinoprost,Prescription,Ceva Santé Animale,Vial,Uncontrolled,Intramuscular,Store below 25°C,5,Cattle,Enzaprost,Meat,mg/ml,ml,5,63283c50428ed1b232dba9cb
QH01BB02,Solution for Injection,Oxytocin Synthetic,Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular, Subcutaneous",Store in a refrigerator (2°C – 8°C),10,"Cows, Ewes, Goats, Mares, Bitches, Cats",Facilpart,,IU/ml,ml,250,63283c50428ed1b232dba9cc
QH01BB02,Solution for Injection,Oxytocin Synthetic,Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,"Intravenous (not otherwise specified), Subcutaneous, Intramuscular",Store in a refrigerator (2°C – 8°C),10,"Cows, Ewes, Goats, Mares, Bitches, Cats",Facilpart,,IU/ml`,ml,100,63283c50428ed1b232dba9cd
QH01BB02,Solution for Injection,Oxytocin Synthetic,Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular, Subcutaneous",Store in a refrigerator (2°C – 8°C),10,"Cows, Ewes, Goats, Mares, Bitches, Cats",Facilpart,,IU/ml,ml,10,63283c50428ed1b232dba9ce
QP52AC11,Oral suspension,Albendazole,OTC,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Bottle,Uncontrolled,Oral,Store below 25°C,100,"Sheep, Goat, Cattle",Super Albenzodad Forte,"meat, milk",mg/ml,ml,1000,63283c50428ed1b232dba9cf
QP54AA01,Solution for Injection,Ivermectin,Prescription,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Bottle,Uncontrolled,Subcutaneous,Store below 30°C,10,"Camel, Cattle, Goat, Sheep",Ivodad 1% injection,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dba9d0
QC03CA01,Solution for Injection,Furosemide,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular",Store below 25°C,50,"Cattle, Dogs, Cats, Horse",Durenyl,"meat, milk",mg/ml,ml,20,63283c50428ed1b232dba9d1
QC03CA01,Solution for Injection,Furosemide,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular",Store below 25°C,50,"Cattle, Dogs, Cats, Horse",Durenyl,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dba9d2
QC03CA01,Solution for Injection,Furosemide,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,"Intravenous (not otherwise specified),Intramuscular",Store below 25°C,50,"Cattle, Dogs, Cats, Horse",Durenyl,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dba9d3
QJ01FA90,Solution for Injection,Tylosin tartarate,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,Intramuscular,Store below 25°C,200,Cattle,Tylocure 20 %,"meat, milk",mg,ml,50,63283c50428ed1b232dba9d4
QJ01FA90,Solution for Injection,Tylosin tartarate,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,Intramuscular,Store below 25°C,200,Cattle,Tylocure 20 %,"meat, milk",mg,ml,100,63283c50428ed1b232dba9d5
QJ01FA90,Solution for Injection,Tylosin tartarate,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,Intramuscular,Store below 25°C,200,Cattle,Tylocure 20 %,"meat, milk",mg,ml,250,63283c50428ed1b232dba9d6
J01CE09,Suspension for injection,Penicillin G procain,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,Intramuscular,Store below 25°C,"300,000","Cattle, Sheep, Horses",Procamax-300,"meat, milk",IU,ml,100,63283c50428ed1b232dba9d7
,Suspension for injection,Amoxicillin as trihydrate/ Clavulanic acid as potassium,Prescription,Provet veterinary product Ltd,Vial,Uncontrolled,Intramuscular,Store below 25°C,100,"Cattle, Dogs",Amoxlav,"meat, milk",ml,ml,100,63283c50428ed1b232dba9d8
,Lyophilisate for suspension,"Infectious bronchitis Virus, Massachusetts Serotype",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Vial,Uncontrolled,"Oral, Ocular, Inhalation",Store in a refrigerator (2°C – 8°C),2.5 log10 EID50/dose,"Chickens (Broilers, Replacement pullets of layers ",Volvac IB Fit,,,DF,1000,63283c50428ed1b232dba9d9
,Lyophilisate for suspension,"Infectious bronchitis Virus, Massachusetts Serotype",Prescription,Boehringer Ingelheim Vetmedica S.A de C.V,Vial,Uncontrolled,"Oral, Ocular, Inhalation",Store in a refrigerator (2°C – 8°C),2.5 log10 EID50/dose,"Chickens (Broilers, Replacement pullets of layers ",Volvac IB Fit,,,DF,5000,63283c50428ed1b232dba9da
,Suspension for injection,Clostridium Tetanus Toxoid concentrate,Prescription,Boehringer Ingelheim Vetmedica Inc.,Vial,Uncontrolled,"Intramuscular, Subcutaneous",Store in a refrigerator (2°C – 8°C),≥ 25 LFU/ml,Horses,Tetguard,meat,,DF,10,63283c50428ed1b232dba9db
,Solution for Injection,Butylscopolaminiumbromide (Hyoscine butylbromide)/ MetamizoleSodium (Diprone),Prescription,Labiana life Science ,Vial,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular",Store below 30°C,4.00 & 500.00,"Horses, Cattle",Buscopan compositum,meat,mg/ml,ml,100,63283c50428ed1b232dba9dc
,Powder for oral solution,"Nux Vomica, Magnesium sulfate, Magnesium carbonate and Sodium Carbonate Anhydrous",OTC,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Sachet,Uncontrolled,Oral,Store below 25°C,40,"Cattle, Horse, Sheep",Laxadad,,mg/g,g,100,63283c50428ed1b232dba9dd
QI01AE04,Lyophilisate for solution for injection,Bacterial Culture EC34195 strain,Prescription,Zoetis Inc.,Vial,Uncontrolled,"Oral, Topical",Store in a refrigerator (2°C – 8°C),≥1.7 × 107.0 CFU/dose at release,"Chickens, Turkeys",Poulvac E. Coli,meat,,DF,5000,63283c50428ed1b232dba9de
,Lyophilisate for solution for injection,Mycoplasma gallisepticum Culture- Strain F,Prescription,Zoetis Inc.,Vial,Uncontrolled,"Ocular,Nasal",Store in a refrigerator (2°C – 8°C),10 6.3 CCU 50 per dose at release and 10 6.0 CCU 5,Chickens,Poulvac Myco F,meat,,DF,1000,63283c50428ed1b232dba9df
,Solution for Injection,"Equine Herpesvirus-1(EHV-1) Strain 438-77, Equine Herpesvirus-4 (EHV-4) VR 2230 Strain 405-76 and Equine Influenza Virus H3N8 (EIV) Strain KY-97",Prescription,Zoetis Inc.,Vial,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),"(EHV-1) RP≥ 1.4/dose at release, (EHV-4) RP≥1.2 RP",Horses (10 months of age or older),Fluvac innovator EHV 4/1,meat,,ml,1,63283c50428ed1b232dba9e0
,Intramuscular,"Equine Herpesvirus-1(EHV-1) Strain 438-77, Equine Herpesvirus-4 (EHV-4) VR 2230 Strain 405-76 and Equine Influenza Virus H3N8 (EIV) Strain KY-97",Prescription,Zoetis Inc.,Vial,Uncontrolled,,Store in a refrigerator (2°C – 8°C),"(EHV-1) RP≥ 1.4/dose at release, (EHV-4) RP≥1.2 RP",Horses (10 months of age or older),Fluvac innovator EHV 4/1,meat,Solution for Injection,ml,10,63283c50428ed1b232dba9e1
QJ51CR50,Intramammary suspension,"Ampicillin as sodium , Cloxacillin as sodium",Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,,"Store below 25°C ,Protect from light",200/75,"Cattle, Goat, Sheep",Mamifort,"meat, milk",mg,g,8,63283c50428ed1b232dba9e2
QJ51CR50,Intramammary suspension,"Ampicillin as sodium , Cloxacillin as sodium",Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,,"Store below 25°C ,Protect from light",200/75,"Cattle, Goat, Sheep",Mamifort,"meat, milk",mg,g,8,63283c50428ed1b232dba9e3
QJ51CR50,Intramammary suspension,"Ampicillin as sodium , Cloxacillin as sodium",Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,,"Store below 25°C ,Protect from light",200/75,"Cattle, Goat, Sheep",Mamifort,"meat, milk",mg,g,8,63283c50428ed1b232dba9e4
QJ01AA06,Injection*,Oxytetracycline,Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,Intramuscular,"Store below 25°C ,Protect from light",200,"Cattle, Goat, Sheep",Forticlina retard,"meat, milk",mg,ml,100,63283c50428ed1b232dba9e5
QJ01CA04,"Suspension for injection , Intramuscular , Subcutaneous",Amoxicillin (as trihydrate),OTC,Laboratorios Syva S.A.U.,Vial,Uncontrolled,,"Store below 25°C ,Protect from light",150,"Bovine, Ovine",Amoxoil Retard,"meat, milk",mg,ml,100,63283c50428ed1b232dba9e6
QJ01CE09,Suspension for injection,Procaine Penicillin,Prescription,Norbrook Laboratories limited,Vial,Uncontrolled,Intramuscular,"Store below 25°C ,Protect from light",300,"Cattle, Sheep",Norocillin,"meat, milk",mg,ml,50,63283c50428ed1b232dba9e7
QJ01CE09,Suspension for injection,Procaine Penicillin,Prescription,Norbrook Laboratories limited,Vial,Uncontrolled,Intramuscular,"Store below 25°C ,Protect from light",300,"Cattle, Sheep",Norocillin,"meat, milk",mg,ml,100,63283c50428ed1b232dba9e8
QS01BA01,Solution for injection,Dexamethasone Sodium Phosphate,Prescription,Norbrook Laboratories limited,Vial,Uncontrolled,"Intravenous (not otherwise specified) ,Intramuscular","Store below 25°C ,Protect from light",2,"Cattle, Horse, Dog, Cat",Colvasone,"meat, milk",mg/ml,ml,50,63283c50428ed1b232dba9e9
QA12AX,Solution for injection,"Calcium Gluconate, Boric Acid and Magnesium Hypophosphite Hexahydrate",Prescription,Norbrook Laboratories limited,Bottle,Uncontrolled,"Intravenous (not otherwise specified) , Subcutaneous","Store below 25°C ,Protect from light",11.9 / 1.85,Cattle,Calciject 40 cm,,g,ml,400,63283c50428ed1b232dba9ea
QJ01EW10,Solution for injection,Trimethoprim/ Sulphadizine,Prescription,Norbrook Laboratories limited,Bottle,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular,Subcutaneous",Store below 25°C,(4/ 20) % w/v,"Horses ,Cattle Dogs, Cats",Norodine 24,"meat, milk",,ml,50,63283c50428ed1b232dba9eb
QJ01EW10,Solution for injection,Trimethoprim/ Sulphadizine,Prescription,Norbrook Laboratories limited,Bottle,Uncontrolled,"Intravenous (not otherwise specified) , Intramuscular,Subcutaneous",Store below 25°C,(4/ 20) % w/v,"Horses ,Cattle Dogs, Cats",Norodine 24,"meat, milk",,ml,100,63283c50428ed1b232dba9ec
QI02AD01,Lyophilisate for suspension for injection,"""Modified Virus: Bovine Rhinotracheitis Virus (IBR), Bovine Virus Diarrhea type I “Singer 1 a Cytopathic” (BVD), Bovine Virus Diarrhea (BVD) type 2 “296 Cytopathic”, Bovine Parainfluenza (PI3) and Bovine Respiratory Syncytial Virus (BRSV). Leptospira bact",Prescription,Boehringer Ingelheim Vetmedica Inc.,Bottle,Uncontrolled,"Intramuscular,Subcutaneous",Store in a refrigerator (2°C – 8°C),""" At release: (IBR) ≥ 104.0TCID50, (BVD type I) ≥1",Cattle,Express FP 10,meat,,ml,100,63283c50428ed1b232dba9ed
QI01AD02,Solution for injection,Avian Encephalomyelitis virus” Calnek strain” and Fowl Pox “chicken origin pox” virus,Prescription,Boehringer Ingelheim Vetmedica S.A. de C.V.,vial,Uncontrolled,,"Store in a refrigerator (2°C – 8°C), Protect from light",Avian Encephalomyelitis virus” Calnek strain” and ,Chickens (Replacement pullets of layers and breede,Volvac AE+FP MLV,,,DF,1000,63283c50428ed1b232dba9ee
,Oral emulsion,"Methyl silicon, Turpentine oil and Anise oil",OTC,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,Bottle,Uncontrolled,Oral,"Store below 30°C, Protect from light, Store in a dry place","(25, 0.30 and 0.01)","Calf, Cattle, Goat, Horse, Sheep",Bloat Dad,,mg/ml,ml,100,63283c50428ed1b232dba9ef
,"Solution for Injection ,Intramuscular ,Subcutaneous","Bursal disease Virus-Bearing fluids Lukert Strain, Bursal disease Virus-Bearing fluids 28-1Strain, Reovirus Strain #1733 Virus- Bearing Fluids and Reovirus Strain #2408 Virus- Bearing Fluids",Prescription,Zoetis Inc.,Bottle,Uncontrolled,,"Store in a refrigerator (2°C – 8°C) ,Protect from light ,Do not freeze","""Bursal disease virus-bearing fluids-Lukert strain",Chickens,Poulvac Maternavac TM IBD- Reo,,,ml,500,63283c50428ed1b232dba9f0
QM01AG90 ,Solution for injection,Flunixin meglumine,Prescription,Merial,Bottle,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular",Store below 30°C,50,"Horses, Cattle",Genixine,"Meat, offal and Milk",mg/ml,ml,50,63283c50428ed1b232dba9f1
QM01AG90 ,Solution for injection,Flunixin meglumine,Prescription,Merial,Bottle,Uncontrolled,"Intravenous (not otherwise specified), Intramuscular",Store below 30°C,50,"Horses, Cattle",Genixine,"Meat, offal and Milk",mg/ml,ml,100,63283c50428ed1b232dba9f2
QG02AD90,Solution for injection,Cloprostenol sodium,Prescription,Montajat Vet. Pharmaceutical Co. LTD ,vial,Uncontrolled,Intramuscular,Store below 30°C,263,Cattle,Estrumont,meat,µg,ml,10,63283c50428ed1b232dba9f3
QG02AD90,Solution for injection,Cloprostenol sodium,Prescription,Montajat Vet. Pharmaceutical Co. LTD ,vial,Uncontrolled,Intramuscular,Store below 30°C,263,Cattle,Estrumont,meat,µg,ml,50,63283c50428ed1b232dba9f4
QG02AD90,Solution for injection,Cloprostenol sodium,Prescription,Montajat Vet. Pharmaceutical Co. LTD ,vial,Uncontrolled,Intramuscular,Store below 30°C,263,Cattle,Estrumont,meat,µg,ml,100,63283c50428ed1b232dba9f5
QP51AG01,Powder for oral solution,Sulphadimidine Sodium,Prescription,Montajat Vet. Pharmaceutical Co. LTD ,Bottle,Uncontrolled,,"Store below 25°C ,Protect from light , Store in a dry place",1000 g/g,,Suljat,,,g,500,63283c50428ed1b232dba9f6
QJ01FF52,Powder for oral solution,Lincomycin / Spectinomycin,OTC,Montajat Vet. Pharmaceutical Co. LTD ,Bottle,Uncontrolled,,"Store below 30°C ,Protect from light ,Store in a dry place",335 / 665 ,"Rabbit, Turkey",Spectolin,,mg/g  ,g,150,63283c50428ed1b232dba9f7
QI01AB02,Suspension for injection,"Pasteurella Multocida group A3, Pasteurella Multocida group D4 and Mannheimia haemolytica type A1 (IH).  ",Prescription,MCI SantèAnimale,vial,Uncontrolled,Subcutaneous,"Store in a refrigerator (2°C – 8°C) , Protect from light , Do not freeze",50,"Cattle, Sheep",Lysopast,,ml,ml,50,63283c50428ed1b232dba9f8
QI01AD09 ,Lyophilisate for suspension,"Infectious Bursal disease vaccine, (Modified LukertStrain)",Prescription,Zoetis Inc.,vial,Uncontrolled,Oral,"Store in a refrigerator (2°C – 8°C) , Protect from light , Do not freeze",1000 doses,Chickens,Bursine Plus,,,doses,1000,63283c50428ed1b232dba9f9
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,Provet Veterinary Product Ltd,vial,Uncontrolled,"Intramuscular ,Subcutaneous","Store below 25°C ,Protect from light",200,"Cattle, Camel, Sheep, Goats",Tetraplex LA 20%,meat,mg,ml,100,63283c50428ed1b232dba9fa
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,Provet Veterinary Product Ltd,vial,Uncontrolled,"Intramuscular ,Subcutaneous","Store below 25°C, Protect from light",200,"Cattle, Camel, Sheep, Goats",Tetraplex LA 20%,meat,mg,ml,50,63283c50428ed1b232dba9fb
QJ01AA06,Solution for injection,Oxytetracycline,Prescription,Turkey,vial,Uncontrolled,"Intramuscular, Subcutaneous","Store below 25°C, Protect from light",200,"Cattle, Camel, Sheep, Goats",Tetraplex LA 20%,meat,mg,ml,250,63283c50428ed1b232dba9fc
QH01CA01,Solution for injection,Gonadorelin acetate,Prescription,Laboratorios Syva S.A.U.,vial,Uncontrolled,Intramuscular,Store below 25°C,50,Cattle: cows and heifers,Gonasyl,,µg,ml,100,63283c50428ed1b232dba9fd
QH01CA01,Solution for injection,Gonadorelin acetate,Prescription,Laboratorios Syva S.A.U.,vial,Uncontrolled,Intramuscular,Store below 25°C,50,Cattle: cows and heifers,Gonasyl,,µg,ml,50,63283c50428ed1b232dba9fe
QH01CA01,Solution for injection,Gonadorelin acetate,Prescription,Laboratorios Syva S.A.U.,vial,Uncontrolled,Intramuscular,Store below 25°C,50,Cattle: cows and heifers,Gonasyl,,µg,ml,6,63283c50428ed1b232dba9ff
QP51AH01,Premix for medicated feeding stuff,Salinomycin Sodium,Prescription,Biovet Joint Stock Company,Bag,Uncontrolled,Oral,"Store below 30°C , Protect from direct sunlight , Store in a dry place",120,Chickens for fattening  and laying (up to 12 weeks,Sacox 120 MicroGranulate,,mg/g,kg,25,63283c50428ed1b232dbaa00
QD06AA03,Cutaneous spray,Oxytetracycline,Prescription,Norbrook Laboratories limited,Spray container,Uncontrolled,Topically by Spraying,"Store below 25 °C,Protect from sunlight and  do not expose to a temperature exceeding 50 °C",3.21%w/v (3.58 %w/w),"Cattle, Sheep",Alamycin Aerosol,,%,ml,156,63283c50428ed1b232dbaa01
QP52AC11 ,Oral suspension,Albendazole,Prescription,Pharma Swede,Bottle,Uncontrolled,Oral,"Store below 30°C, Protect from light",5,"Cattle, buffaloes, sheep, goats",Albenda-zole 5% suspension,"meat, milk",%,ml,1000,63283c50428ed1b232dbaa02
QJ01MA93 ,Solution for injection,Marbofloxacin  ,Prescription,KELA LABORATORIA,vial,Uncontrolled,"Intramuscular , Subcutaneous , Intravenous (not otherwise specified)",Store below 30°C,100,Cattle,Kelbomar,"meat, milk",mg/ml,ml,100,63283c50428ed1b232dbaa03
QI02AD02,Solution for injection,Modified live BVDV-1{Bovine viral diarrhea virus type 1) non-cytopathic parent strain KE-9 and Modified live BVDV-2 {Bovine viral diarrhea virus type 2) noncytopathic parent stain NY-93,Prescription,Boehringer-Ingelheim Vetmedica Inc.,vial,Uncontrolled,Intramuscular,"Store in a refrigerator (2°C – 8°C), do not freeze, keep the container in the outer carton","""Each 2 ml dose contains: BVDV-1 type 1 non-cytopa",Cattle,Bovela,,IU,DF,5,63283c50428ed1b232dbaa04
